id	type	slug	name	born	died	gender	species	hair_color	eye_color	skin_color	blood_status	marital_status	nationality	animagus	boggart	house	patronus	alias_names	family_members	jobs	romances	titles	wands	idhouses	idgender	idspecies	idsangre
58fa5406 2180 41c9 8c82 aaae98a98b6b	character	unidentified 1910s gryffindor girl i	unidentified gryffindor girl	31 august 1896 or earlier	missing	female	human	missing	missing	missing	half blood or pure blood  likely 	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g1	sp1	s24
20397639 f32a 4f58 bf93 a822a2659e2a	character	unidentified gryffindor girl x	unidentified gryffindor girl	between 1 september 1972 and 31 august 1973	missing	female	human	black	dark	light	squib or wizard  likely 	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	[ unknown length, wood and core ]	g	g1	sp1	s17
c512f248 0e61 4d85 92bf ed8bde1df52f	character	unidentified gryffindor girl in 1932 ii	unidentified gryffindor girl in 1932	before 1932	missing	female	human	missing	missing	missing	part human  quarter veela 	missing	british or irish	missing	missing	pukwudgie	missing	missing	missing	[ gryffindor ]	missing	missing	missing	p	g1	sp1	s41
c4bd4b1f 328e 4b68 ad20 c8a8225a6888	character	unidentified gryffindor girl in 1932 i	unidentified gryffindor girl in 1932	before 1932	missing	female	human	missing	missing	missing	pure blood  probably 	missing	british or irish	missing	missing	slytherin	missing	missing	missing	[ gryffindor ]	missing	missing	missing	s	g1	sp1	s30
d85131c8 79f5 478f be00 01da979f0b98	character	unidentified girls in the gryffindor girls dormitory	unidentified gryffindor girls	1979 1980	missing	females	humans	brown, blonde	missing	pale	pure or half blood	missing	british or irish	missing	rat, rattlesnake, blood eyeball	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g8	sp11	s63
6b05416c 6bb0 4ace 83aa 9e7d0e80c6e6	character	unidentified gryffindor keeper	unidentified gryffindor keeper	late 1960s   early 1970s	missing	missing	missing	missing	missing	missing	squib	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	[ keeper ]	missing	g	g0	sp0	s13
e1f9776f 64d9 44c3 bc87 e34beeee4a38	character	unidentified gryffindor prefect	unidentified gryffindor prefect	c  1975 1976	missing	female	human	brown	brown	fair	half blood  most likely 	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	[ prefect ]	missing	g	g1	sp1	s26
ddb187dc e036 40c3 84d8 f05b98d38ec9	character	unidentified gryffindor seeker	unidentified gryffindor seeker	missing	before 1991  possibly 	male	human	red	missing	light	pure blood  possibly 	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	[ head of gryffindor house ]	missing	[ seeker ,  head of gryffindor house ]	missing	g	g2	sp1	s27
70a670ca 6821 401b 97c5 b8bb72a6446d	character	unidentified guide	unidentified guide	before 1927	missing	female	human	missing	brown	dark	pure blood or half blood	missing	american	missing	missing	gryffindor	missing	missing	missing	[ tour guide for the magical congress of the united states of america ]	missing	missing	missing	g	g1	sp1	s4
d76dd513 d93e 4345 92b3 4a704a54f0ba	character	unidentified guitarist	unidentified guitarist	missing	missing	male	human	missing	missing	missing	muggle	missing	british	missing	missing	pukwudgie	missing	missing	missing	[ guitarist ]	missing	missing	missing	p	g2	sp1	s0
de794b5a 2659 4779 a3e8 cbdd397e541e	character	unidentified hard faced grey centaur	unidentified hard faced grey centaur	missing	missing	male	centaur	grey	missing	grey	half blood	missing	missing	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	missing	missing	missing	missing	h	g2	sp26	s1
82359e3e a650 4d85 8e14 c57ef9ed7bc4	character	unidentified head boy	unidentified head boy	between 1 september 1968 and 31 august 1969	missing	male	human	missing	missing	missing	half blood or pure blood	missing	british or irish	missing	missing	slytherin	missing	missing	missing	missing	[ unidentified head girl ]	missing	missing	s	g2	sp1	s31
ab437492 0705 44ae b36d 0b7da198f5a7	character	unidentified head girl	unidentified head girl	between 1 september 1968 and 31 august 1969	missing	female	human	missing	missing	missing	underbeing	missing	british or irish	missing	missing	thunderbird	missing	missing	missing	missing	[ unidentified head boy ]	[ head girl ]	missing	t	g1	sp1	s58
7346e1f1 228a 4b65 9e04 3374664c8a8e	character	unidentified headmaster with scroll	unidentified headmaster with scroll	missing	before 1990s	male	human	white	missing	light	no maj born	missing	british or irish	missing	missing	slytherin	missing	missing	missing	[ headmaster of hogwarts school of witchcraft and wizardry ]	missing	[ professor ,  headmaster ]	missing	s	g2	sp1	s49
defb4f5b 49b4 4213 bf0a 6e57d17066e0	character	unidentified hit wizard	unidentified hit wizard	before 1990	missing	male	human	brown	green	brown	half blood or muggle born	missing	british or irish	missing	missing	thunderbird	missing	missing	[ mother ]	[ hit wizard ]	missing	[ beater  formerly  ]	missing	t	g2	sp1	s20
7bfc5275 d101 405b b3a9 dce6687ccafe	character	unidentified hobo	unidentified hobo	missing	missing	male	human	grey	missing	white	no maj	missing	american	missing	missing	ravenclaw	missing	missing	missing	missing	missing	missing	missing	r	g2	sp1	s5
ffc83d03 4ad8 4ab7 a2ea 397172f2d5b9	character	unidentified hogsmeade death eater i	unidentified hogsmeade death eater	missing	missing	male	human	black	missing	white	pure blood or half blood	missing	missing	missing	missing	wampus	none	missing	missing	missing	missing	missing	missing	w	g2	sp1	s4
f0fd92c4 b434 4965 8f85 32dd84ef5a58	character	unidentified hogsmeade death eater ii	unidentified hogsmeade death eater  ii 	missing	2 may 1998, hogwarts castle	male	human	bald	missing	pale	pure blood or half blood	missing	missing	missing	missing	wampus	none	missing	missing	missing	missing	missing	missing	w	g2	sp1	s4
a2511396 039e 4a6a 9397 fc6d5875dfdc	character	unidentified hogwartian in a pointed hat during the battle of hogwarts	unidentified hogwartian in a pointed hat during the battle of hogwarts	missing	missing	male	human	missing	missing	light	half blood	missing	missing	missing	missing	pukwudgie	missing	missing	missing	missing	missing	missing	missing	p	g2	sp1	s1
f4bfe2dc badd 4800 b6df 557218ff1966	character	unidentified 19th century hogwarts employee	unidentified hogwarts employee	missing	missing	male	human	dark	missing	light	pure blood, half blood, or muggle born	missing	british or irish	missing	missing	ravenclaw	missing	missing	missing	[ hogwarts school of witchcraft and wizardry employee ]	missing	missing	[ unknown length, wood and core ]	r	g2	sp1	s12
9905d968 82bb 46b8 ad0a 83f56733d5bc	character	unidentified hogwarts employees	unidentified hogwarts employees	missing	missing	missing	missing	missing	missing	missing	squib  possibly 	missing	missing	missing	missing	ravenclaw	missing	missing	missing	missing	missing	missing	missing	r	g0	sp0	s15
eab2a852 e890 4c21 a7b0 242c961e5630	character	pink faced hogwarts headmaster	unidentified hogwarts headmaster	before 1957	prior to 1986	male	human	blonde	missing	light	no maj born	missing	british or irish	missing	missing	ravenclaw	missing	missing	missing	[ headmaster of hogwarts school of witchcraft and wizardry  formerly  ]	missing	[ professor ,  headmaster ]	[ unknown length, wood and core ]	r	g2	sp1	s49
03f275e6 3711 4717 8282 f286d9ee59f0	character	unidentified hogwarts healers	unidentified hogwarts healers	missing	missing	missing	missing	missing	missing	missing	half blood or pure blood  possibly 	missing	missing	missing	missing	did not attend hogwarts	missing	missing	missing	missing	missing	missing	missing	d	g0	sp0	s55
b3c7d5d7 69da 4110 9197 a4b821aaab10	character	unidentified hogwarts librarian	unidentified hogwarts librarian	missing	missing	missing	human	missing	missing	missing	muggle born or half blood  presumably 	missing	british or irish	missing	missing	slytherin	missing	missing	missing	[ hogwarts librarian ]	missing	[ librarian ]	missing	s	g0	sp1	s54
0ac13c49 a8a8 44d8 96ec 4cfc72e9bd90	character	unidentified hogwarts owl	unidentified hogwarts owl	before 1993	missing	missing	tawny owl	missing	missing	missing	pure bloods, half bloods or squibs	missing	missing	missing	missing	pukwudgie	missing	missing	missing	missing	missing	missing	missing	p	g0	sp174	s37
8af48b0a 2af0 4698 995a 4a2c6dfb0601	character	jacob s sibling	unidentified hogwarts student	between 1 september 1972 and 31 august 1973	missing	missing	human	missing	missing	missing	pure blood or half blood	missing	british or irish	brown dog, black and white cat or eagle  possibly 	lord voldemort	gryffindor	either a white stallion, unicorn, abraxan, tiger, cheetah, leopard, spotted hare, mountain hare or lop eared rabbit	[ cursed kid  by unidentified sixth year gryffindor  ,  the hero of hogwarts  by penny haywood  ,  the clobberer of curses  by bill weasley  ,  the pulverizer of polar platemail  by bill weasley  ,  curse breaker  by many including andre egwu, skye parkin and patricia rakepick  ,  pip  by jacob  ,  new fan  formerly by face paint kid  ,  breaker of records  by orion amari  ,  helpful elf  by bilton bilmes  ,  coach  by murphy mcnully  ]	[ mother ,  peregrine  father  ,  jacob  older brother  ,  relatives in america ,  their family ]	missing	missing	[ chaser ,  beater ,  keeper ,  acting captain  formerly  ,  prefect  possibly  ,  seeker ,  captain ,  all wizard victor ,  head boy or girl ]	[ one of the following   formerly 12 , acacia, unicorn tail hair11¼ , blackthorn, unicorn tail hair11 , hornbeam, dragon heartstring ,  12 , acacia, unicorn tail hair ,  11¼ , blackthorn, unicorn tail hair ,  11 , hornbeam, dragon heartstring ,  one of the following 11¼ , ebony, dragon heartstring11 , redwood, unicorn tail hair12 , laurel, phoenix feather ,  11¼ , ebony, dragon heartstring ,  11 , redwood, unicorn tail hair ,  12 , laurel, phoenix feather ]	g	g0	sp1	s4
43e3262c 4a66 4b21 a883 b69fd54098fa	character	unidentified muggle born hogwarts student	unidentified hogwarts student	between 1 september 1996 and 31 august 1997	missing	missing	human	missing	missing	missing	muggle born	missing	british or irish	missing	acromantula	wampus	non corporeal	missing	[ parents ]	missing	missing	missing	[ unknown length, wood and core ]	w	g0	sp1	s22
16a9e3a3 5874 478d 8857 4f14c6e3395e	character	unidentified hogwarts student	unidentified hogwarts student	missing	missing	missing	human	missing	missing	missing	giant	missing	british or irish	missing	missing	did not attend hogwarts	missing	missing	missing	missing	missing	missing	[ unknown length, wood and core ]	d	g0	sp1	s44
09a23d85 f1e9 49b0 a696 82fdfc653868	character	unidentified hogwarts student interested in earth magic	unidentified hogwarts student interested in earth magic	1980 or earlier	missing	male	human	blonde	green	fair	magical to some extent	missing	british or irish	missing	missing	ravenclaw or slytherin	missing	missing	missing	missing	missing	missing	missing		g2	sp1	s61
e8175959 6e8e 47eb 8825 ce9f43d56d8e	character	unidentified hogwarts students at the battle of hogwarts	unidentified hogwarts students at the battle of hogwarts	missing	missing	missing	missing	missing	missing	missing	muggle	missing	missing	missing	missing	pukwudgie	missing	missing	missing	missing	missing	missing	missing	p	g0	sp0	s0
73302b4f 84d6 464c bba0 e422c13dddfd	character	unidentified hogwarts students killed on the seventh floor	unidentified hogwarts students killed on the seventh floor	1980s	2 may, 1998	two girls, one boy	humans	two dark, one blond	missing	light	squib  possibly 	missing	british or irish	missing	missing	gryffindor, hufflepuff or ravenclaw	missing	missing	missing	missing	missing	missing	missing		g22	sp11	s15
17d4729b 448b 4f31 a03e 176def190ab3	character	unidentified house elf near the hogwarts kitchens	unidentified house elf near the hogwarts kitchens	missing	missing	missing	house elf	missing	missing	light	squib or wizard  likely 	missing	missing	missing	missing	gryffindor	missing	missing	missing	[ hogwarts kitchens worker ]	missing	missing	missing	g	g0	sp31	s17
eb3c6b93 a9f2 4c98 b9c2 7e91f0a40ed7	character	unidentified housewife	unidentified housewife	missing	missing	female	human	missing	missing	missing	no maj	missing	american	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g1	sp1	s5
01bf5d00 603c 42a5 99e3 51238cce81a5	character	unidentified hufflepuff boy ii	unidentified hufflepuff boy	on or before 31 august 1984	missing	male	human	missing	missing	missing	pure blood, half blood, or muggle born	missing	british or irish	missing	missing	hufflepuff	missing	missing	missing	missing	missing	missing	missing	h	g2	sp1	s12
c935b0ca 5d7e 4bd8 b4db 899feeac056c	character	unidentified hufflepuff girl iii	unidentified hufflepuff girl	between 1 september  1980 and 31 august 1981  most likely 	missing	female	human	unknown, curly	missing	missing	pure or half blood	missing	british or irish	missing	missing	hufflepuff	missing	missing	missing	missing	missing	missing	missing	h	g1	sp1	s63
ac1d1418 4249 4ae8 80f4 9ae63a0f26f1	character	unidentified hufflepuff girl at the battle of hogwarts	unidentified hufflepuff girl	on or prior to 2 may 1981  likely 	missing	female	human	red	missing	pale	pure blood or half blood	missing	british or irish	missing	missing	hufflepuff	missing	missing	missing	missing	missing	missing	missing	h	g1	sp1	s4
a087b78b 67b0 44c6 ae6c 8bb0f1be20c0	character	unidentified hufflepuff girl vi	unidentified hufflepuff girl  vi 	missing	missing	female	human	brown	missing	pale	squib	missing	british or irish	missing	missing	hufflepuff	missing	missing	missing	missing	missing	missing	missing	h	g1	sp1	s13
f22ff664 5b89 4530 8748 f92bb58a1f32	character	unidentified hufflepuff lady	unidentified hufflepuff lady	missing	before 1991  possibly 	female	human	brown	missing	white	pure bloods, half bloods or squibs	missing	missing	missing	missing	hufflepuff	missing	missing	missing	missing	missing	missing	missing	h	g1	sp1	s37
5570b72d 1cbe 4924 b388 cad66c05ca4c	character	unidentified hufflepuff seeker	unidentified hufflepuff seeker	31 august 1979 or earlier	missing	male	human	missing	missing	missing	half blood, pure blood or squib	missing	british or irish	missing	missing	hufflepuff	missing	missing	missing	missing	missing	[ seeker ]	missing	h	g2	sp1	s56
1d0ec48f 8c64 408e 9338 15a87b2849ea	character	hufflepuff boy that blames harry potter i	unidentified hufflepuff student	on or before 31 august 1983	missing	male	human	blond	missing	light	pure bloods, half bloods or squibs	missing	british or irish	missing	missing	hufflepuff	missing	missing	missing	missing	missing	missing	missing	h	g2	sp1	s37
974bbd70 197c 46d0 a1eb a5cf0d00e7ca	character	unidentified hufflepuff substitute seeker	unidentified hufflepuff substitute seeker	31 august 1979 or earlier	missing	male	human	red	missing	light	pure blood or half blood	missing	british or irish	missing	missing	hufflepuff	missing	missing	missing	missing	missing	[ seeker ]	missing	h	g2	sp1	s4
72b3c6dc ffb9 4217 a8b8 02e7b2d3d4e8	character	unidentified young husband	unidentified husband	missing	missing	male	human	missing	missing	missing	no maj	married	american	missing	missing	thunderbird	missing	missing	[ wife ,  daughter ,  son ,  father ,  mother in law ]	missing	missing	missing	missing	t	g2	sp1	s5
dea5b3db 6f31 4ab2 979c e2dc9b638d6f	character	unidentified juggler at the 422nd quidditch world cup	unidentified juggler at the 422nd quidditch world cup	missing	missing	male	human	missing	missing	missing	half blood or muggle born	missing	missing	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	[ juggler ]	missing	missing	missing	h	g2	sp1	s20
7919e447 4059 492d 8d0e 00ec1d656389	character	unidentified keeper i	unidentified keeper	between 1 september 1968 and 31 august 1969	missing	male	human	brown	brown	light	muggle borns	missing	british or irish	missing	missing	ravenclaw	missing	missing	missing	[ reserve keeper for the wigtown wanderers ]	missing	[ keeper ]	missing	r	g2	sp1	s67
6e8f182c 487e 4ea6 bbfd 435f688a40b7	character	unidentified keeper iii	unidentified keeper	missing	missing	male	human	black	dark	dark	pure blood, half blood or muggle born  most likely 	missing	british or irish	missing	missing	ravenclaw	missing	missing	missing	missing	missing	[ keeper ]	missing	r	g2	sp1	s32
5a544cb5 e000 4ee7 a4e3 1ca5b2db3939	character	unidentified keeper ii	unidentified keeper	between 1 september 1969 and 31 august 1973  most likely 	missing	female	human	brown	dark	tan	one eighth veela	missing	british or irish	missing	missing	ravenclaw or slytherin	missing	missing	missing	missing	missing	[ keeper ]	missing		g1	sp1	s36
4ff55b18 ebe7 4330 a9fd 10e6a68f5f55	character	unidentified king	unidentified king	middle ages	middle ages	male	human	missing	missing	missing	muggle	missing	missing	missing	missing	thunderbird	missing	missing	[ daughter ]	missing	missing	missing	missing	t	g2	sp1	s0
b965d60d 324a 454d a3f6 0e7787b62263	character	unidentified slytherin knight	unidentified knight	missing	before 1991  possibly 	male	human	missing	missing	light	part goblin	missing	british or irish	missing	missing	slytherin	missing	missing	missing	missing	missing	missing	missing	s	g2	sp1	s40
2fb7b2e9 1828 42d7 b955 21a44acab9fe	character	unidentified little girl	unidentified little girl	c  1984 1985	missing	female	human	brown	missing	white	no maj born	missing	british or irish	missing	missing	slytherin	missing	missing	missing	missing	missing	missing	missing	s	g1	sp1	s49
69102459 0c5a 4301 930d 314de9f6b484	character	unidentified macusa aurors	unidentified macusa aurors	missing	missing	missing	missing	missing	missing	missing	half blood  possibly 	missing	missing	missing	missing	ravenclaw	missing	missing	missing	missing	missing	missing	missing	r	g0	sp0	s29
3a3520c1 579b 4564 8488 0e4d421a983b	character	unidentified madam malkin s robes for all occasions employee	unidentified madam malkin s employee	missing	missing	female	human	missing	missing	missing	squibs	missing	missing	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	[ employee of madam malkin s robes for all occasions ]	missing	missing	missing	h	g1	sp1	s43
04d0e004 a013 4c1c 8d35 961bc6e98690	character	unidentified magical maintenance wizard	unidentified magical maintenance wizard	missing	missing	male	human	missing	missing	missing	pure blood or half blood  most likely 	missing	missing	missing	missing	hufflepuff	missing	missing	missing	[ magical maintenance department worker ]	missing	missing	missing	h	g2	sp1	s25
ed412064 d3f8 49a4 8e03 6c9ac9ebd97f	character	unidentified male bald death eater	unidentified male bald death eater	missing	1 may, 1998, malfoy manor, wiltshire	male	human	bald	missing	white	pure blood or half blood	missing	british	missing	missing	ravenclaw	none	missing	missing	missing	missing	[ death eater ]	missing	r	g2	sp1	s4
c61c4c4a 8de2 4339 bba3 7c39d40b9cd6	character	unidentified male charms professor	unidentified male charms professor	missing	missing	male	human	missing	missing	missing	no maj  likely 	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	[ charms master ]	missing	[ professor ]	missing	g	g2	sp1	s57
1cdb73ec 1f15 4f42 a1d0 ee15b1e7216e	character	unidentified male death eater x	unidentified male death eater	missing	missing	male	human	missing	missing	missing	pure blood or half blood  most likely 	missing	missing	missing	missing	slytherin	none	missing	missing	missing	missing	missing	missing	s	g2	sp1	s25
7b676cdd 9903 4eb7 9a14 6247bdb654d2	character	unidentified male death eater killed by a grey haired wizard	unidentified male death eater	1980 or before	2 may, 1998, hogwarts school of witchcraft and wizardry	male	human	black	missing	white	pure blood or half blood	missing	missing	missing	missing	wampus	none	missing	missing	missing	missing	missing	missing	w	g2	sp1	s4
70b9c911 9f85 4b89 9da0 307fa0f449dc	character	unidentified male death eater at malfoy manor	unidentified male death eater at malfoy manor	missing	missing	male	human	dark	missing	missing	pure blood or half blood	missing	missing	missing	missing	did not attend hogwarts	none	missing	missing	missing	missing	missing	missing	d	g2	sp1	s4
c122cb4e ec76 496b aff8 37fd8686aab2	character	squat wheezy man	unidentified male death eater at malfoy manor  i 	missing	missing	male	human	missing	missing	missing	pure blood or half blood	missing	missing	missing	missing	hogwarts school of witchcraft and wizardry	none	missing	missing	missing	missing	missing	missing	h	g2	sp1	s4
c0e0bca9 3898 4392 8b52 e9874d6776c2	character	unidentified male death eater at malfoy manor ii	unidentified male death eater at malfoy manor ii 	missing	missing	male	human	dark	missing	pale	pure blood or half blood	missing	missing	missing	missing	hogwarts school of witchcraft and wizardry	none	missing	missing	missing	missing	missing	missing	h	g2	sp1	s4
cd3ca472 2f5b 47b1 958d 89b6d1b56a8f	character	unidentified male death eater during the battle of hogwarts iii	unidentified male death eater during the battle of hogwarts  iii 	missing	missing	male	human	dark	missing	light	pure blood or half blood	missing	missing	missing	missing	horned serpent	none	missing	missing	missing	missing	missing	missing	hs	g2	sp1	s4
5b9a99bc e104 4392 b5da 9e9478b3d8a3	character	unidentified male death eater killed on the seventh floor	unidentified male death eater killed on the seventh floor	missing	2 may, 1998, hogwarts school of witchcraft and wizardry, seventh floor corridor	male	human	dark	missing	light	pure blood, half blood or squib  possibly 	missing	missing	missing	missing	gryffindor	none	missing	missing	missing	missing	missing	missing	g	g2	sp1	s3
03c15fd4 37e3 4c09 a315 7f942540eba9	character	unidentified male egyptian in the weasleys photograph ii	unidentified male egyptian in the weasleys  photograph	missing	missing	male	human	missing	missing	light	one eighth veela	missing	egyptian	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	missing	missing	missing	missing	h	g2	sp1	s36
191b1c04 9a39 4083 b08f 17aef6982e7d	character	unidentified male egyptian in the weasleys photograph i	unidentified male egyptian in the weasleys  photograph	missing	missing	male	human	black	missing	light	pure blood	missing	egyptian	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g2	sp1	s2
29807a61 ac54 46c8 9b39 cbf9c19054a3	character	unidentified male egyptian in the weasleys photograph iii	unidentified male egyptian in the weasleys  photograph	missing	missing	male	human	black  mostly bald 	missing	light	half elf	missing	egyptian	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	missing	missing	missing	missing	h	g2	sp1	s45
0bfcf515 7edf 4a4f b96e 1662ca042d42	character	unidentified male seer	unidentified male seer	missing	missing	male	human	unknown, bearded	missing	missing	half blood, pure blood or squib	missing	missing	missing	missing	pukwudgie	missing	missing	missing	[ seer ]	missing	missing	missing	p	g2	sp1	s56
7a4dffb1 2d7f 4f8b b2e9 ffb2eafef571	character	unidentified male snatcher during the battle of hogwarts	unidentified male snatcher during the battle of hogwarts	missing	2 may, 1998	male	human	missing	missing	missing	pure blood or half blood	missing	missing	missing	missing	thunderbird	missing	missing	missing	[ snatcher ]	missing	missing	[ unknown ]	t	g2	sp1	s4
080107c9 de5c 4596 8b7b c925dfcfe50d	character	unidentified man who opened the doors of the hearing room for newton and theseus scamander	unidentified man	missing	missing	male	human	missing	missing	missing	no maj  likely 	missing	missing	missing	missing	wampus	missing	missing	missing	missing	missing	missing	missing	w	g2	sp1	s57
ef182b68 9e7a 4575 9df3 631d5b3c9d7d	character	unidentified muggle man who accidentally pushed harry potter in 1991	unidentified man	missing	missing	male	human	dark  almost bald 	missing	dark	muggle	missing	missing	missing	missing	pukwudgie	missing	missing	missing	missing	missing	missing	missing	p	g2	sp1	s0
fbdc750c 3351 49d1 be98 305656a94040	character	unidentified man in borgin and burkes in 1996	unidentified man in borgin and burkes in 1996	missing	missing	male	human	light	missing	light	pure blood or half blood  possibly 	missing	missing	missing	missing	gryffindor	missing	missing	missing	[ shop assistant in borgin and burkes ]	missing	missing	missing	g	g2	sp1	s9
4a95cbb7 eafd 45ea 8c91 62067b6544b3	character	unidentified member of the dark force defence league	unidentified member of the dark force defence league	before 1978  possibly 	missing	male	human	missing	missing	missing	squib	missing	missing	missing	missing	pukwudgie	missing	missing	missing	missing	missing	missing	missing	p	g2	sp1	s13
e1a135f0 3be6 469d bc01 ece0d6487f3c	character	unidentified members of the accidental magic reversal squad	unidentified members of the accidental magic reversal squad	missing	missing	missing	humans	missing	missing	missing	pure bloods	missing	british	missing	missing	hufflepuff	missing	missing	missing	[ accidental magic reversal squad agents ]	missing	missing	missing	h	g0	sp11	s19
728b28b0 b6ac 42c8 8faa aa6e20287aeb	character	unidentified merman who fell in love with mirabella plunkett	unidentified merman	missing	missing	male	merperson	missing	missing	missing	part human  one eighth veela 	missing	scottish	missing	missing	ravenclaw	missing	missing	[ mirabella plunkett  possible wife  ]	missing	[ mirabella plunkett ]	missing	missing	r	g2	sp175	s66
d3b8b5d3 a391 4817 9c2a bc159e849fe0	character	unidentified merman at the great lake	unidentified merman at the great lake	before 1995	missing	male	merperson	green	yellow	grey	muggle	missing	missing	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g2	sp175	s0
7db4db5e 105a 4e15 ada1 396b8ec99991	character	unidentified merwoman at the great lake	unidentified merwoman at the great lake	before 1990	missing	female	merperson	yellow	red	grey	half blood, pure blood or squib	missing	missing	missing	missing	thunderbird	missing	missing	missing	missing	missing	missing	missing	t	g1	sp175	s56
0769d4b8 5259 4a26 8550 d586827fb8d0	character	unidentified metamorphmagus	unidentified metamorphmagus	before 1990	missing	missing	human	variable	variable	variable	giant	missing	missing	missing	missing	pukwudgie	missing	[ reginald cattermole  disguised  ,  amos diggory  disguised  ,  nymphadora tonks  disguised  ]	missing	missing	missing	missing	missing	p	g0	sp1	s44
ea4da198 721b 4a3b 99e6 bb224969e855	character	little hangleton milkman	unidentified milkman	missing	missing	male	human	missing	missing	white	muggle	missing	british	missing	missing	pukwudgie	missing	missing	missing	[ milkman ]	missing	missing	missing	p	g2	sp1	s0
38f24ed6 692a 4646 8d4e d8387ba681e2	character	unidentified minister of magical education	unidentified minister of magical education	missing	missing	missing	human	missing	missing	missing	muggle	missing	british	missing	missing	hufflepuff	missing	missing	missing	[ head of the department of magical education ]	missing	[ minister ]	missing	h	g0	sp1	s0
c6721960 058e 40d8 b27a 64cc2201e620	character	unidentified minister of magical transportation	unidentified minister of magical transportation	c  1949	missing	male	human	missing	missing	missing	pure blood  most likely 	missing	british or irish	missing	missing	ravenclaw	missing	missing	missing	[ head of the department of magical transportation ]	missing	[ minister ]	missing	r	g2	sp1	s21
dab2b11a 0726 4a68 a05e 5f8e5b75512a	character	unidentified ministry witch i	unidentified ministry witch  i 	missing	missing	female	human	missing	missing	missing	part goblin	missing	british	missing	missing	hufflepuff	missing	missing	missing	[ british ministry of magic employee ]	missing	missing	missing	h	g1	sp1	s40
b45a1202 dcc6 4ab3 a412 c76df48ad9a7	character	unidentified ministry wizard in 1997 i	unidentified ministry wizard	missing	missing	male	human	missing	missing	missing	pure blood or half blood	missing	british	missing	missing	pukwudgie	missing	missing	missing	[ british ministry of magic employee ]	missing	missing	missing	p	g2	sp1	s4
39b24684 4510 4ea9 ab6f 8af965557b7d	character	unidentified mould on the wold boys	unidentified mould on the wold boys	19th century	missing	males	humans	missing	missing	missing	muggles	missing	missing	missing	missing	thunderbird	missing	missing	missing	missing	missing	missing	missing	t	g6	sp11	s35
6edaa252 af16 4e72 803a 9f6a83649b29	character	unidentified muggle born hogwarts student s parents	unidentified muggle born hogwarts student s parents	missing	missing	female, male	humans	missing	missing	missing	muggles	missing	missing	missing	missing	slytherin	missing	missing	[ child ]	missing	missing	missing	missing	s	g12	sp11	s35
bbb0ad04 7475 4857 94b5 455c73bbd619	character	unidentified muggle woman iii s son	unidentified muggle boy	prior to 1995	missing	male	human	brown	missing	light	muggle	missing	british	missing	missing	hufflepuff	missing	missing	[ mother ]	missing	missing	missing	missing	h	g2	sp1	s0
29aec215 e772 481b 88e5 919c96226478	character	unidentified muggle child in zoo	unidentified muggle child in zoo‎	missing	missing	female	human	missing	missing	missing	muggle	missing	missing	missing	missing	wampus	missing	missing	missing	missing	missing	missing	missing	w	g1	sp1	s0
818e180b 55bf 492f 871c 158dd8e8fb24	character	unidentified muggle driver	unidentified muggle driver	missing	missing	male	human	black	missing	white	muggle	missing	british	missing	missing	hufflepuff	missing	missing	missing	[ taxi driver ]	missing	missing	missing	h	g2	sp1	s0
9b5b8ac8 4c49 405b 8f50 03d47933b555	character	unidentified muggle man looking at rubeus hagrid in 1991	unidentified muggle man	missing	missing	male	human	black	missing	light	muggle	married	missing	missing	missing	thunderbird	missing	missing	[ wife ]	missing	missing	missing	missing	t	g2	sp1	s0
b16f59e2 d024 4853 968f 8f9a40a9c2ba	character	unidentified irritated muggle man	unidentified muggle man	missing	missing	male	human	missing	missing	missing	muggle	missing	missing	missing	missing	did not attend hogwarts	missing	missing	missing	missing	missing	missing	missing	d	g2	sp1	s0
9cccd824 06ce 4fb6 9bcd 8e8fc78cbb6b	character	unidentified muggle man with newspaper	unidentified muggle man	missing	missing	male	human	brown	brown	light	muggle	missing	missing	missing	missing	thunderbird	missing	missing	missing	missing	missing	missing	missing	t	g2	sp1	s0
13935c27 15bc 4b3c ad19 c886612d5642	character	unidentified muggle man	unidentified muggle man	missing	missing	male	human	grey	blue	light	muggle	missing	british	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	missing	missing	missing	missing	h	g2	sp1	s0
